SessionId,ItemId,Time
74,214668590,1396824675.8779998
74,214826872,1396824842.0979998
87,214652220,1396847948.914
87,214840483,1396847960.9789999
87,214840483,1396847968.762
87,214717286,1396848361.516
87,214558807,1396848375.176
87,214821300,1396848392.159
87,214826908,1396848410.1360002
87,214826908,1396848419.9870002
87,214826908,1396848428.677
87,214554637,1396848468.3270001
87,214819430,1396848481.564
87,214819430,1396848490.111
87,214826837,1396848513.431
87,214826837,1396848521.85
87,214820392,1396848545.905
87,214820392,1396848555.64
87,214586694,1396848737.309
87,214819376,1396848747.7270002
87,214553844,1396848769.2329998
87,214601229,1396848897.84
87,214555500,1396849638.2189999
87,214695127,1396849654.3879998
87,214819760,1396849666.542
87,214717850,1396849838.0870001
87,214718385,1396849849.482
87,214743369,1396849861.526
87,214743369,1396849868.839
86,214648475,1396372823.8270001
86,214648340,1396372877.686
86,214648438,1396372908.407
86,214648455,1396373144.766
86,214712936,1396373196.7029998
86,214712887,1396373447.505
86,214696149,1396373503.795
86,214717097,1396373627.089
86,214534352,1396373714.7489998
86,214534352,1396373715.924
86,214717097,1396373812.4020002
81,214560099,1396457910.3820002
81,214560099,1396457937.9720001
81,214560099,1396458015.836
81,214832750,1396458023.941
81,214560099,1396458078.189
82,214685621,1396722719.631
82,214684093,1396722853.085
82,214546097,1396722896.99
82,214685623,1396723022.762
93,214819685,1396872672.238
93,214839907,1396872706.644
93,214839905,1396872792.6560001
93,214811752,1396872849.881
92,214717007,1396591912.265
92,214717003,1396591930.9029999
92,214716928,1396591986.319
94,214820842,1396444727.195
94,214819490,1396444897.901
89,214555869,1396876355.665
89,214537185,1396876371.832
88,214840599,1396633913.79
88,214835735,1396634297.937
91,214838100,1396633431.845
91,214706216,1396633509.938
102,214829737,1396836884.9229999
102,214821315,1396837048.024
103,214748293,1396531424.5770001
103,214748293,1396531452.525
101,214712272,1396619979.805
101,214820450,1396620276.1479998
98,214821380,1396429804.369
98,214821380,1396429841.1620002
99,214826799,1396858309.603
99,214827005,1396858356.843
99,214718390,1396858453.208
99,214718396,1396858501.504
99,214826627,1396858679.2629998
96,214841060,1396806529.401
96,214841060,1396806604.782
97,214687768,1396695397.936
97,214706445,1396695530.572
111,214811752,1396801849.175
111,214811754,1396801894.2710001
108,214594678,1396520974.4910002
108,214594680,1396521031.064
108,214594680,1396521096.145
109,214821369,1396722623.836
109,214821369,1396722661.9829998
109,214697771,1396722686.46
109,214697512,1396722718.589
109,214697413,1396722727.529
109,214697409,1396722745.285
109,214652409,1396722769.629
109,214537127,1396722798.7470002
109,214537127,1396722835.816
109,214820237,1396723551.4729998
109,214820237,1396723600.5270002
109,214709645,1396723719.4520001
109,214699213,1396723886.045
109,214820237,1396724038.822
109,214820237,1396724068.533
109,214820237,1396725539.6160002
109,214709645,1396726094.6620002
109,214537127,1396726154.375
106,214554358,1396775633.306
106,214716950,1396775912.658
107,214821275,1396806631.6339998
107,214829741,1396806706.74
104,214829741,1396891802.454
104,214820842,1396891864.9929998
104,214821279,1396891905.755
104,214703790,1396892003.5979998
119,214716954,1396602420.1179998
119,214838366,1396603214.309
118,214821022,1396597060.336
118,214820814,1396597112.806
117,214684721,1396635338.0770001
117,214821369,1396635358.194
117,214826833,1396635443.092
117,214819472,1396635443.3739998
116,214821315,1396857057.9120002
116,214821305,1396857109.282
114,214826702,1396819068.496
114,214821275,1396819103.0879998
113,214717847,1396439791.56
113,214819719,1396439860.599
113,214748336,1396439936.6079998
112,214536440,1396598380.258
112,214536437,1396598435.512
127,214512416,1396707225.268
127,214512416,1396707306.385
126,214839313,1396797419.957
126,214839313,1396797432.3779998
126,214839313,1396797496.707
124,214826705,1396783967.246
124,214826705,1396784191.0229998
123,214510044,1396347196.9060001
123,214510044,1396347217.282
123,214510044,1396347220.12
123,214582387,1396347226.3660002
123,214537535,1396347294.4329998
123,214584812,1396347331.2770002
123,214537535,1396347394.5479999
123,214584810,1396347417.144
122,214600989,1396813543.9329998
122,214704180,1396813576.914
121,214705693,1396766572.214
121,214696824,1396766603.799
121,214705682,1396766657.445
121,214696817,1396766716.8960001
121,214705691,1396766794.336
121,214705693,1396766808.042
121,214711710,1396766826.418
121,214705691,1396767120.7810001
121,214705691,1396767167.367
121,214687539,1396767183.022
121,214705687,1396767282.1320002
121,214744796,1396767339.424
121,214681648,1396767421.168
121,214717307,1396767508.606
121,214577750,1396767543.1629999
121,214650382,1396767582.9629998
121,214744796,1396767814.189
121,214696817,1396767926.522
121,214705682,1396768000.0370002
121,214711710,1396768099.755
137,214821013,1396475318.813
137,214821013,1396475318.935
137,214572182,1396475344.595
137,214572182,1396475344.66
136,214840762,1396351523.651
136,214586983,1396351523.918
139,214820441,1396778169.941
139,214826623,1396778261.929
138,214594633,1396598379.071
138,214594592,1396598708.905
138,214601010,1396599768.742
138,214601010,1396599855.178
138,214601015,1396599887.5879998
138,214594592,1396600164.106
138,214594592,1396600601.066
141,214821275,1396890755.794
141,214827032,1396890807.129
143,214843370,1396636203.512
143,214843370,1396636239.756
143,214843370,1396636251.3760002
142,214595893,1396638007.8839998
142,214595889,1396638058.248
129,214841060,1396337838.399
129,214841060,1396337851.053
129,214840378,1396337897.266
129,214826955,1396337931.8960001
129,214821275,1396338130.0089998
129,214829285,1396338169.137
128,214826623,1396773207.228
128,214826615,1396773698.816
131,214819719,1396496768.891
131,214791688,1396496813.4989998
131,214819472,1396496852.085
133,214826810,1396511802.998
133,214826810,1396511856.405
132,214821377,1396495034.1160002
132,214820201,1396495283.765
134,214587650,1396634620.133
134,214535617,1396634674.6079998
134,214535595,1396634809.015
134,214587650,1396634827.617
153,214573312,1396602179.851
153,214573312,1396602446.15
153,214829257,1396602599.225
153,214834987,1396602655.109
154,214826810,1396511947.3979998
154,214840419,1396512018.944
154,214840419,1396512056.756
154,214560187,1396512271.1479998
154,214716984,1396512313.296
156,214585397,1396683830.3839998
156,214585397,1396684062.11
157,214821339,1396764080.5470002
157,214844357,1396764117.363
158,214821020,1396468657.38
158,214819547,1396468937.695
158,214819547,1396468953.083
158,214821024,1396468996.2289999
158,214718160,1396469000.6039999
158,214829282,1396469001.2629998
159,214551626,1396810964.585
159,214821279,1396811100.668
144,214821022,1396364003.5379999
144,214718169,1396364038.9129999
144,214821024,1396364060.576
144,214601233,1396364208.595
144,214545500,1396364309.643
144,214545455,1396364387.926
144,214545440,1396364468.181
144,214545455,1396364502.1460001
146,214820252,1396864227.9689999
146,214582502,1396864436.3579998
146,214836802,1396864459.678
146,214672963,1396864489.0370002
147,214821020,1396552519.46
147,214829282,1396552555.6420002
148,214684093,1396364765.51
148,214684093,1396365018.276
148,214684093,1396365507.448
149,214681104,1396785528.803
149,214511092,1396785590.0070002
171,214706432,1396543525.575
171,214708305,1396543533.177
171,214587013,1396543691.1360002
169,214554358,1396790193.419
169,214678916,1396791080.326
168,214837378,1396526316.401
168,214828850,1396526389.951
168,214828850,1396526551.738
174,214820942,1396499903.762
174,214684093,1396500227.918
173,214839313,1396635430.0170002
173,214840001,1396635541.6529999
172,214828867,1396809524.0
172,214743497,1396809659.444
172,214821392,1396809741.925
163,214674568,1396375348.976
163,214645316,1396375502.869
163,214536860,1396375732.71
163,214639177,1396375757.934
163,214820261,1396375903.705
162,214589518,1396786973.321
162,214576665,1396787113.506
161,214709645,1396761654.184
161,214820225,1396761733.955
167,214709792,1396683848.4129999
167,214717046,1396683890.129
166,214532623,1396622696.595
166,214557206,1396622807.086
166,214826897,1396623572.5939999
166,214826801,1396623636.555
166,214576500,1396624375.072
164,214697690,1396496626.448
164,214646349,1396496757.726
164,214646250,1396496787.955
186,214685795,1396682980.2610002
186,214630042,1396683058.014
187,214553735,1396458322.418
187,214677969,1396458541.677
187,214553735,1396458685.795
187,214586874,1396460119.0879998
187,214587937,1396460297.27
187,214586874,1396460402.831
187,214589600,1396460417.359
184,214840762,1396880744.861
184,214575088,1396880984.789
184,214550259,1396881160.774
191,214839373,1396867788.178
191,214836765,1396867825.1020002
191,214838100,1396867858.6279998
188,214717007,1396363319.5870001
188,214716928,1396363401.9720001
189,214613865,1396592071.4229999
189,214613865,1396592085.3479998
189,214613870,1396592212.475
178,214716935,1396373602.071
178,214716932,1396373734.9129999
178,214716932,1396373910.796
179,214532070,1396599123.018
179,214821285,1396599161.035
179,214711333,1396599235.948
179,214691604,1396599721.956
176,214565623,1396859930.742
176,214557236,1396859971.3660002
177,214820387,1396340260.7470002
177,214827035,1396340345.185
182,214535621,1396619524.266
182,214535621,1396619591.019
183,214552243,1396697727.515
183,214552464,1396697797.843
181,214820231,1396691898.657
181,214820231,1396692233.8170002
204,214826837,1396866139.1320002
204,214819430,1396866171.495
207,214826900,1396893360.8679998
207,214826900,1396893379.738
207,214664919,1396893598.414
207,214826900,1396893718.299
206,214820456,1396459415.171
206,214820456,1396459415.877
201,214827020,1396781534.508
201,214821272,1396781534.6160002
203,214821367,1396453624.826
203,214584808,1396453763.0570002
203,214836761,1396453993.175
203,214826893,1396454038.325
203,214839849,1396454337.231
202,214835561,1396811522.937
202,214835561,1396811608.814
197,214774685,1396716944.2629998
197,214774685,1396716952.647
197,214839997,1396717195.774
197,214839313,1396717209.143
197,214774685,1396717496.252
196,214826874,1396423239.717
196,214826874,1396423261.3679998
196,214821399,1396423308.231
196,214826874,1396423326.7629998
199,214819552,1396556013.1039999
199,214820938,1396556211.1529999
199,214821380,1396556274.745
198,214826803,1396874845.615
198,214826803,1396874868.5279999
198,214826803,1396876876.1529999
193,214829282,1396453853.302
193,214829282,1396453856.015
192,214687685,1396774165.582
192,214556840,1396774235.927
192,214601042,1396774807.809
192,214691484,1396774865.101
194,214821397,1396618156.071
194,214821397,1396618187.845
194,214821397,1396618270.9789999
194,214821397,1396618597.84
221,214821022,1396506596.0129998
221,214819550,1396506620.8379998
221,214826627,1396506769.7029998
222,214669730,1396581506.86
222,214836281,1396581605.9020002
223,214821300,1396893402.948
223,214690110,1396893414.404
223,214753515,1396893459.065
216,214821277,1396457576.3339999
216,214821277,1396457623.036
217,214540035,1396527158.8720002
217,214577711,1396527238.4729998
217,214708239,1396527290.756
217,214517880,1396527516.0070002
217,214577711,1396527560.399
217,214578007,1396527591.04
217,214819725,1396527620.978
217,214819815,1396527984.8520002
218,214601462,1396627937.468
218,214746386,1396627983.9
219,214708404,1396332430.5970001
219,214708406,1396332430.891
219,214725500,1396332466.076
219,214839660,1396332627.592
219,214833714,1396332685.7610002
219,214714817,1396332762.091
212,214821290,1396626983.21
212,214821290,1396627193.129
212,214585395,1396627653.339
212,214826700,1396628820.731
212,214826700,1396628846.2329998
212,214826801,1396628888.2729998
212,214691366,1396629184.3179998
212,214821377,1396629343.3639998
212,214567410,1396629361.246
212,214643657,1396629437.103
212,214826608,1396629528.458
212,214684513,1396629600.211
212,214829312,1396629675.5170002
212,214685795,1396629737.336
212,214829312,1396629744.292
212,214821298,1396629758.174
208,214821024,1396349774.6020002
208,214587384,1396349794.686
208,214718203,1396349837.065
208,214832557,1396349860.2529998
209,214827022,1396865133.921
209,214836341,1396865228.2629998
211,214652422,1396597937.066
211,214567410,1396598161.397
211,214567404,1396598242.603
239,214820192,1396809891.492
239,214844297,1396809980.03
239,214699301,1396810057.947
238,214717007,1396634487.919
238,214717005,1396634529.11
238,214717005,1396634560.14
237,214833802,1396861797.508
237,214843382,1396861834.9129999
237,214843385,1396862012.9520001
237,214843387,1396862113.941
237,214842420,1396862254.644
237,214843477,1396862394.571
237,214843955,1396862550.464
237,214843950,1396862650.551
237,214843494,1396862712.4870002
237,214844310,1396862837.5939999
237,214696802,1396863171.91
237,214840599,1396863192.164
236,214833802,1396357907.322
236,214820842,1396358005.919
234,214839313,1396771082.4870002
234,214839313,1396771106.1039999
234,214839995,1396771134.9060001
233,214716928,1396552448.5310001
233,214717003,1396552504.9129999
231,214586711,1396780808.1079998
231,214684160,1396781698.7020001
229,214539039,1396887249.665
229,214539084,1396887311.812
228,214631008,1396454815.079
228,214839995,1396454858.7510002
228,214839313,1396455372.643
227,214829285,1396460416.7289999
227,214826702,1396460462.2089999
226,214820938,1396617527.658
226,214821037,1396617565.995
224,214826803,1396787149.3339999
224,214821285,1396787271.546
224,214826803,1396787341.731
224,214820383,1396787346.865
224,214826801,1396787376.208
254,214695345,1396532679.9910002
254,214701302,1396532708.804
254,214701287,1396532764.4770002
254,214695386,1396532812.789
254,214696352,1396532884.333
252,214820842,1396803245.349
252,214840378,1396803454.47
252,214705100,1396804157.2729998
253,214743341,1396551095.937
253,214743341,1396553318.28
253,214743341,1396553328.255
253,214837820,1396553937.595
253,214837764,1396554036.221
253,214837762,1396554109.6020002
253,214709685,1396554197.08
253,214839257,1396554244.697
253,214716341,1396554255.8820002
253,214685152,1396554540.5570002
253,214685152,1396554554.6379998
253,214544945,1396554743.365
253,214544936,1396554826.306
251,214744779,1396639166.931
251,214743341,1396639228.7020001
251,214744779,1396639272.536
251,214820456,1396639325.11
249,214819385,1396340887.365
249,214819378,1396340913.441
249,214710090,1396340997.1379998
249,214820938,1396341059.42
249,214821022,1396341105.464
246,214540035,1396377631.593
246,214819798,1396377679.64
244,214819811,1396546363.99
244,214517880,1396546392.657
242,214839870,1396525539.315
242,214839866,1396525599.394
242,214705787,1396525629.6
241,214561991,1396358816.391
241,214561991,1396358831.295
241,214820938,1396359054.929
274,214745317,1396891167.211
274,214745317,1396893142.928
273,214556270,1396637214.464
273,214821339,1396637802.784
273,214554384,1396637957.561
273,214694139,1396638171.809
272,214586722,1396548109.397
272,214826897,1396548227.93
272,214681091,1396548366.901
279,214601233,1396607451.295
279,214716932,1396607595.7329998
279,214716930,1396607638.8379998
279,214716932,1396607817.316
278,214820385,1396380539.485
278,214820385,1396380540.694
277,214836958,1396812199.5670002
277,214537826,1396812221.0029998
277,214836958,1396812239.0279999
277,214536577,1396812253.419
277,214836958,1396812265.6529999
277,214836958,1396812313.1829998
277,214580790,1396812367.431
277,214580790,1396812474.586
277,214579749,1396812495.059
277,214537856,1396812612.976
277,214512152,1396812673.9329998
277,214836960,1396812825.53
277,214836960,1396812933.6239998
277,214612760,1396813040.986
276,214819410,1396365100.7870002
276,214700752,1396365117.677
283,214821275,1396691117.226
283,214833800,1396691297.607
282,214706102,1396336888.613
282,214800272,1396336909.381
281,214820402,1396533065.089
281,214820400,1396533076.3170002
287,214607143,1396764814.471
287,214640394,1396764864.6520002
287,214607143,1396765250.67
287,214640394,1396765333.746
287,214607143,1396765832.606
286,214832557,1396517035.033
286,214717888,1396517107.525
284,214839311,1396357491.276
284,214820387,1396357554.785
284,214819472,1396357587.6479998
284,214819740,1396357595.029
258,214842446,1396433216.494
258,214691602,1396433261.9429998
258,214842446,1396433270.4929998
258,214842446,1396433284.571
258,214691600,1396433295.623
258,214691597,1396433352.464
258,214842446,1396433366.802
258,214842442,1396433401.9770002
258,214691604,1396433440.571
259,214819490,1396858574.08
259,214828987,1396858695.917
259,214684845,1396858728.1239998
259,214826912,1396858753.395
256,214826998,1396876596.706
256,214826998,1396876677.5170002
256,214748334,1396876705.346
256,214826934,1396876714.0070002
257,214821277,1396792762.715
257,214821290,1396792776.535
257,214821307,1396792870.731
262,214508942,1396778052.15
262,214716982,1396778114.7870002
262,214716984,1396778141.871
262,214509013,1396778279.006
262,214842290,1396778341.504
262,214840762,1396778396.2129998
262,214842287,1396778414.434
262,214820441,1396778574.471
263,214561475,1396537575.1729999
263,214532147,1396537917.189
263,214539532,1396537966.613
263,214511375,1396538065.145
261,214692791,1396773593.258
261,214697990,1396773608.332
261,214611283,1396773762.314
266,214684513,1396697183.064
266,214684513,1396697183.948
267,214840541,1396762322.9
267,214587508,1396762402.272
267,214551581,1396763056.3370001
264,214826955,1396849299.744
264,214826623,1396849884.441
264,214827000,1396849981.074
264,214811739,1396850008.475
264,214650626,1396850020.79
264,214650626,1396850063.8660002
264,214827005,1396850143.064
264,214834865,1396850181.9929998
264,214577518,1396850190.3839998
271,214826816,1396813943.775
271,214826705,1396813959.689
271,214826816,1396813999.893
271,214826705,1396814024.1160002
271,214826816,1396814617.7529998
268,214839313,1396711513.6529999
268,214602774,1396711975.079
269,214820182,1396337745.863
269,214820192,1396337766.076
269,214820182,1396337794.6829998
269,214820225,1396337928.9929998
269,214820237,1396337953.842
304,214510044,1396871332.8379998
304,214582387,1396871362.014
304,214510044,1396871406.623
307,214594637,1396352157.099
307,214684513,1396352314.976
307,214602821,1396353818.083
307,214594637,1396353846.3270001
306,214826705,1396344400.6720002
306,214826816,1396344439.5110002
309,214826801,1396767563.7270002
309,214836761,1396767722.034
309,214820255,1396767919.43
308,214602268,1396370962.4029999
308,214602268,1396371034.74
308,214602268,1396371061.099
311,214574777,1396821485.976
311,214700992,1396821492.3339999
311,214700990,1396821533.9120002
313,214826617,1396770202.0210001
313,214826715,1396770458.7129998
312,214826900,1396773729.0470002
312,214842577,1396773934.633
314,214576500,1396406239.158
314,214839313,1396406324.438
314,214820195,1396406518.4129999
314,214709634,1396406550.198
314,214699301,1396406585.917
317,214826955,1396447048.295
317,214826955,1396447070.099
316,214545935,1396374885.117
316,214820231,1396374928.5579998
319,214600625,1396448783.3739998
319,214600625,1396448826.143
319,214600625,1396448930.405
318,214821020,1396685501.3339999
318,214821024,1396685523.48
288,214716935,1396516665.705
288,214716932,1396516865.846
288,214582950,1396516943.429
289,214676387,1396793786.819
289,214676387,1396793991.2429998
291,214684513,1396717316.679
291,214839373,1396717328.772
291,214684513,1396717370.079
291,214684513,1396717405.03
292,214717888,1396516582.353
292,214838503,1396516622.309
292,214685784,1396516696.554
292,214684513,1396516699.996
293,214826705,1396712112.8279998
293,214826705,1396712126.748
293,214820383,1396712164.939
293,214826803,1396712174.073
293,214826803,1396712180.325
293,214821285,1396712189.1139998
293,214821285,1396712225.019
293,214821285,1396712370.143
293,214821285,1396712407.544
294,214510854,1396607510.207
294,214510854,1396607564.466
294,214672963,1396607570.304
294,214510854,1396607667.4320002
294,214702811,1396607676.41
294,214510854,1396607689.65
294,214537455,1396607702.0310001
294,214510854,1396607713.471
296,214696434,1396640103.591
296,214696434,1396640149.831
296,214696434,1396640152.32
297,214582942,1396511261.0110002
297,214582942,1396511431.0310001
298,214508942,1396460592.0470002
298,214753659,1396460650.905
299,214717007,1396389482.0379999
299,214838368,1396389595.0379999
299,214716937,1396389753.8379998
301,214826912,1396769349.414
301,214826912,1396769351.7410002
301,214834865,1396769421.043
301,214834865,1396769422.4689999
302,214820218,1396351531.901
302,214547600,1396351559.7410002
303,214718169,1396457734.6660001
303,214821024,1396457751.7879999
343,214594678,1396863850.79
343,214594680,1396863881.17
342,214702740,1396808550.377
342,214601441,1396808621.944
342,214545967,1396808659.985
339,214640477,1396890261.435
339,214640477,1396891765.611
338,214640477,1396784051.9529998
338,214640477,1396785703.0779998
337,214821020,1396544243.176
337,214820842,1396547575.563
337,214826897,1396547797.0270002
337,214535621,1396547835.976
337,214821285,1396547859.022
337,214821373,1396547898.4729998
337,214821022,1396547963.533
336,214630042,1396713358.1039999
336,214819502,1396713819.6729999
351,214512656,1396783662.789
351,214512658,1396783686.381
351,214512658,1396783687.4329998
351,214694332,1396783920.92
349,214829737,1396776543.435
349,214829737,1396776851.101
349,214829737,1396776925.042
349,214829737,1396777019.965
349,214821309,1396777300.389
348,214712237,1396811402.175
348,214704180,1396811420.355
347,214709792,1396691945.266
347,214709792,1396692310.836
346,214640237,1396616051.955
346,214640237,1396616883.0839999
344,214638480,1396872652.5029998
344,214551570,1396872810.924
344,214638480,1396872890.0029998
327,214709312,1396765541.0029998
327,214664895,1396765562.518
327,214587296,1396765599.637
327,214664895,1396766092.66
324,214835760,1396626731.52
324,214587785,1396626867.956
324,214840599,1396627080.269
324,214835760,1396627125.323
324,214835585,1396627201.946
324,214833802,1396627227.96
324,214833800,1396627333.9970002
324,214832730,1396627403.41
324,214587800,1396627500.265
324,214833802,1396627545.0229998
324,214833802,1396627657.369
324,214538030,1396627945.97
324,214584939,1396627982.796
322,214838456,1396637448.8960001
322,214508942,1396637765.5210001
323,214702702,1396550035.47
323,214702704,1396550083.669
321,214706460,1396676295.742
321,214706432,1396676474.434
321,214821028,1396676510.079
